,label,message,clean,warning,hate_ratio,classOG
5573,0,"RT A couple  is ""A couple""  Not ""A couple  one""  Not ""A couple  some""  Not ""A couple  plenty""   No hoes No ",,This message is clean of hate speech.,0.0,1
5572,0,"RT ALL Relationships come w/ hatin ass hoes, drama, jealousy, arguments.. ALL THAT. Only REAL couples laugh at the shit ",,This message is clean of hate speech.,0.0,1
5571,0,RT white bitches win again smh i fucking hate you @MichelleDBeadle,,This message is clean of hate speech.,0.3333333333333333,1
5570,0,RT bitch get it how you live ,,This message is clean of hate speech.,0.0,1
5569,1,RT RT It's bout that time were I feel like beening a hard working woman .....and a stripper hoe by night do,,WARNING: This message may contain some hate speech about a woman.,0.0,1
5568,0,"RT Every bitch with her ass out on Instagram bio be like 

deleted at 100k for booking email backpagepussy@gmail.com",,This message is clean of hate speech.,0.0,1
5567,1,RT A real hoe will never let you turn her into a house wife.. She'll let you know what it is before you start catching fe,,WARNING: This message may contain some hate speech about a woman.,0.0,1
5566,0,RT Yall bitches don't know how to be friends  https://t.co/PiK5Sse3kA,,This message is clean of hate speech.,0.0,1
5565,0,RT them other bitches aint got nothing on me I can tell by how your still fucking with meeeee,,This message is clean of hate speech.,0.0,1
5564,0,"RT ""Fuck ur WCW...let me see wat ur current bitch look like."" + Oowe...",,This message is clean of hate speech.,0.0,1
5563,1,"RT ""You gotta be able to keep a bitch on her feet or she'll be on her knees with the next nigga.""",,WARNING: This message may contain some hate speech about a black person and a human female.,0.0,1
5562,1,RT If I got time to hold my phone the whole time we having sex. Yo pussy Trash,,WARNING: This message may contain some hate speech about a caucasian of low class or limited income and pejorative word for female.,0.0,1
5561,0,RT When you having a girls night and you cooking for ya bitches Ctfu #GhettoGirls https://t.co/yIgKbRLdhB,,This message is clean of hate speech.,0.0,1
5560,2,RT lmfaoo RT LMFAO RT Lmao RT You niggers move sooo fast http://t.co/g8m1TEyzpt,"RT lmfaoo RT LMFAO RT Lmao RT You ""black person"" move sooo fast http://t.co/g8m1TEyzpt.",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
5559,0,"RT Ego so big I must admit , I got every reason to feel like I'm that bitch ",,This message is clean of hate speech.,0.0,1
5558,0,RT When you hoes gone learn second place don't get a prize?,,This message is clean of hate speech.,0.3333333333333333,1
5557,1,"RT ""That ain't my hoe.""

This is the same man that wants to be ""Godly""....",,WARNING: This message may contain some hate speech about a woman.,0.0,1
5556,2,RT 500 years of racism and they think nigger hurts my feelings lol. White people are funny.,"RT 500 years of racism and they think ""black person"" hurts my feelings lol. White people are funny..",WARNING: Parts of this message have been censored due to hate speech.,0.0,1
5555,1,RT dawn of the planet of the apes of the four calling birds of the three french hens of the two turtle doves of the partridge in ,,WARNING: This message may contain some hate speech about a black person and in the uk.,0.0,2
5554,1,RT She called me Mexican is that all she have on me tho? IM A PROUD HISPANIC BITCH sure liked this dick tho hoe.,,WARNING: This message may contain some hate speech about a woman and a human female.,0.3333333333333333,1
5553,1,RT I HATE hoe ass people.,,WARNING: This message may contain some hate speech about a woman.,0.6666666666666666,0
5552,0,RT Iont got not type ... Bad bitches is the only thing that I like,,This message is clean of hate speech.,0.0,1
5551,0,RT I will neva sleep on a pussy,,This message is clean of hate speech.,0.0,1
5550,0,"RT these hoes ain't loyal 

https://t.co/TSb0xljRNylol",,This message is clean of hate speech.,0.0,1
5549,3,RT I hate seeing a nice fee wit a weak nigga .. Be like girl yu retarded r sumn?! Uon know yu cud have me?!,,"This message has been blocked due to hate speech about a black person, a disabled person and a disrespectful.",0.0,1
5548,0,RT I just wanna leave this bitch for a weekend,,This message is clean of hate speech.,0.0,1
5547,0,RT If you hatin you just need some pussy...,,This message is clean of hate speech.,0.0,1
5546,1,RT RT Ike finna have the bitter bitches upsaught - and he don't care lmao | not at all,,WARNING: This message may contain some hate speech about a jewish person (from isaac and moses) and a human female.,0.0,1
5545,1,RT Trey Songz album is about being a single hoe ass nigga lol,,WARNING: This message may contain some hate speech about a black person and a woman.,0.0,1
5544,0,"RT ""this bitch real nasty  https://t.co/FXi7gkAuh2 "" ah need her ",,This message is clean of hate speech.,0.0,1
5543,1,"RT im sick of bitches , bitching about other bitches ",,WARNING: This message may contain some hate speech about a human female.,0.0,1
5542,0,"RT ""go talk to your hoes"" https://t.co/oXa8IqqFjR",,This message is clean of hate speech.,0.0,1
5541,0,RT the easy way out RT While you females calling them hoes asking if they want ketchup with they fries. http://t,,This message is clean of hate speech.,0.0,1
5540,0,RT The radio is trash.,,This message is clean of hate speech.,0.0,2
5539,0,"RT if a bitch dont act crazy over you , she dont really want you. ",,This message is clean of hate speech.,0.0,1
5538,0,RT Jacob needs to stop being a little bitch and follow me on Instagram,,This message is clean of hate speech.,0.0,1
5537,1,RT man some lame niggah when I find him I'm unfollowing TF out his ass!,,WARNING: This message may contain some hate speech about a black person.,0.6666666666666666,0
5536,1,RT lol when bitches tryna chill with me like do u kno who i am? im the mother fuxin Dory hoe I TOUCHED THE BUTT,,WARNING: This message may contain some hate speech about a woman and a human female.,0.0,1
5535,0,RT Im hooked on money.. The pussy and weed is just a bonus!,,This message is clean of hate speech.,0.0,1
5534,0,RT Quit it with that you got hoes shit you ain't got a got damn thanggg witcha ugly ass !!!!!!!,,This message is clean of hate speech.,0.0,1
5533,0,RT eat my pussy,,This message is clean of hate speech.,0.0,1
5532,0,RT - you ain't a bad bitch if you got bad habits !!! .,,This message is clean of hate speech.,0.0,1
5531,0,RT I kno u wanna roll w/ a bitch like me!,,This message is clean of hate speech.,0.0,1
5530,1,RT i never had a nigga taken from me  . in order to take him from me he must not return  . keep that in mind bitch ,,WARNING: This message may contain some hate speech about a black person and a human female.,0.3333333333333333,1
5529,1,RT Exclusive: Arsne Wenger gave two yellow cards  red card while refereeing a charity match in Rome. @Arsenal,,WARNING: This message may contain some hate speech about a person of asian descent.,0.0,2
5528,0,RT Mahammad was a bitch. Cause I said so. http://t.co/3w8Gyp4vuz,,This message is clean of hate speech.,0.16666666666666666,1
5527,1,RT Craziest bitches got the best pussy.....,,WARNING: This message may contain some hate speech about a human female and pejorative word for female.,0.0,1
5526,0,RT Ugly bitches like to argue a lot.,,This message is clean of hate speech.,0.0,1
5525,0,RT I love black shoes cause I can match them with anything but I also need some colored shoes,,This message is clean of hate speech.,0.0,2
5524,0,"RT Significant number of US tweets were Americans flipping the bird to IS. UK, not so much.",,This message is clean of hate speech.,0.0,2
5523,1,"RT Twitter is suspending the shit out of IS, multiple iterations of new regional accounts opening today and suspended within ho",,WARNING: This message may contain some hate speech about a woman.,0.0,1
5522,1,"RT ""I love cripples! Look at all these fucking cripples! Goddamit I'm a people person!"" https://t.co/XCLA5xPmLX",,WARNING: This message may contain some hate speech about a disabled person.,0.6666666666666666,0
5521,1,"RT If you call a player a ""pussy"" when he's sidelined by concussion, and a ""low class"" when he trash talks, you might be a f",,WARNING: This message may contain some hate speech about a caucasian of low class or limited income and pejorative word for female.,0.0,1
5520,0,"RT Whatta co-inky-dink: IRS cancelled contract with email backup company right after Lerner's computer ""crash"" http://t.co/Z",,This message is clean of hate speech.,0.0,2
5519,0,RT half of it will be about how you became ghetto in Compton.,,This message is clean of hate speech.,0.0,1
5518,0,RT ayyy what fags,,This message is clean of hate speech.,0.3333333333333333,1
5517,0,"RT LMFAOOOOOOOOOOOOOOOO RT Put that muthafuckin jelly on that bread, bitch spread it http://t.co/pzTSt16cew""",,This message is clean of hate speech.,0.0,1
5516,0,"RT im running like a bitch
 Michael Clifford, role model and inspiration to many",,This message is clean of hate speech.,0.0,1
5515,1,"RT if you ate my pussy, don't ever try to disrespect me . Fck nigga i fed you ",,WARNING: This message may contain some hate speech about a black person and pejorative word for female.,0.0,1
5514,1,"RT I hate girls that be like "" I can't talk to you you got too many hoes.."" Bitch where ya competitive spirit at??",,WARNING: This message may contain some hate speech about a woman and a human female.,0.16666666666666666,1
5513,2,"RT Niggas expect you to pull this out when they ask ""where the hoes at"" http://t.co/kmNE99r3Re","RT ""black person"" expect you to pull this out when they ask ""where the ""woman"" at"" http://t.co/kmNE99r3Re.",WARNING: Parts of this message have been censored due to hate speech.,0.3333333333333333,1
5512,1,RT the nigga with no future always have the most hoes..,,WARNING: This message may contain some hate speech about a black person and a woman.,0.0,1
5511,0,RT doing nothing as an agenda. unbelievable that the Dems failed to use that against the teabaggers. @AfricanPrinces,,This message is clean of hate speech.,0.0,2
5510,0,"RT ""Just texted my phone, this bitch just blew my high!""",,This message is clean of hate speech.,0.0,1
5509,0,RT Rihanna is currently dropping bombs on you bitches!,,This message is clean of hate speech.,0.0,1
5508,1,"RT give me head  kiss yo bitch , you a ill nigga !",,WARNING: This message may contain some hate speech about a black person and a human female.,0.0,1
5507,0,RT hickeys hurt I don't see how people always have them hoes .,,This message is clean of hate speech.,0.0,1
5506,0,RT when you @ a bitch they never talking bout you all of a sudden ,,This message is clean of hate speech.,0.0,1
5505,0,RT You're still a pussy @BarackObama,,This message is clean of hate speech.,0.0,1
5504,0,"RT Attractive girls are always the most insecure... 

While these Shrek looking bitches, walk around thinking their the shit ",,This message is clean of hate speech.,0.0,1
5503,1,"RT just seen this little yellow nigga who lives in a pineapple.....
thats some crazy shit.",,WARNING: This message may contain some hate speech about a black person and a person of asian descent.,0.3333333333333333,1
5502,0,RT maybe all these fake bitches will pretend to be real for halloween,,This message is clean of hate speech.,0.3333333333333333,1
5501,0,"RT school doesnt even test your intelligence it tests ur memory...

....it tests my ability to keep calm and not slap a bitch",,This message is clean of hate speech.,0.0,1
